serial,title,abstract
11,"The DESI Experiment Part I: Science,Targeting, and Survey Design","DESI (Dark Energy Spectroscopic Instrument) is a Stage IV ground-based dark energy experiment that will study baryon acoustic oscillations (BAO) and the growth of structure through redshift-space distortions with a wide-area galaxy and quasar redshift survey. To trace the underlying dark matter distribution, spectroscopic targets will be selected in four classes from imaging data. We will measure luminous red galaxies up to $z=1.0$. To probe the Universe out to even higher redshift, DESI will target bright [O II] emission line galaxies up to $z=1.7$. Quasars will be targeted both as direct tracers of the underlying dark matter distribution and, at higher redshifts ($ 2.1 < z < 3.5$), for the Ly-$\alpha$ forest absorption features in their spectra, which will be used to trace the distribution of neutral hydrogen. When moonlight prevents efficient observations of the faint targets of the baseline survey, DESI will conduct a magnitude-limited Bright Galaxy Survey comprising approximately 10 million galaxies with a median $z\approx 0.2$. In total, more than 30 million galaxy and quasar redshifts will be obtained to measure the BAO feature and determine the matter power spectrum, including redshift space distortions."
12,Global Media Sentiments on the Rohingya Crisis: A Comparative Analysis of News Articles from Ten Countries,"The Rohingya crisis has been a significant issue for national and international news media, capturing their attention for an extended period and documenting various phases of the crisis. Previous research exploring the tones and portrayal of the Rohingyas in the news lacks comparative and temporal analysis of news sentiments. In this study, we aim to fill this gap by analyzing 8074 news stories on Rohingya issues published in 10 news media outlets from 10 countries between 2009 and 2023. Our computational sentiment analysis reveals that Rohingya-related news sentiments are predominantly negative and fluctuate over the years across different countries, showing little identifiable patterns. An ANOVA suggests significant variation in news sentiments among countries, with some countries exhibiting more similar sentiments than others, thus creating distinguishable groups. Some of our findings contradict previous scholarships, warranting further research and novel frameworks. Additionally, we encourage scrutiny of academic insights to address potential biases against news media’s journalistic integrity."
13,Prevalence of Extended-Spectrum Beta-Lactamase-Producing Escherichia Coli in Broiler Farms: A Systematic Review and Meta-Analysis,"Extended-spectrum beta-lactamases-producing Escherichia coli (ESBL E. coli) is a serious public health issue. ESBL E. coli in broiler production is known as potential risk for humans. This study aims to estimate the global pooled prevalence of ESBL E. coli in broiler farms. Literature searches were done via PubMed, Web of Science and Scopus. A random effect model was used to estimate the pooled prevalence. Heterogeneity was assessed by Cochrans’s Q test and I squared statistic (I2). Subgroup analysis and meta-regression was conducted to investigate the source of heterogeneity. Sensitivity and publication bias analyses were performed. Overall, 872 and 18 additional studies were retrieved from databases and bibliography searches. Thirty-seven studies met the inclusion criteria. Pooled prevalence of ESBL E. coli in broiler farms was 26.6% (95% CI = 18.2 to 37.3) and revealed high heterogeneity (Q = 1958.87 and I2 = 98.2%). The pooled prevalence of ESBL E. coli in broiler farms was almost identical between Asia; 33.0% (95% CI = 18.7 to 51.3) and Europe; 32.8% (95% CI = 15.0 to 57.4), while Africa showed the lowest at 12.4% (95% CI = 5.1 to 27.1). Prevalence of ESBL E. coli was found highest in fecal sources; 33.0% (95% CI = 21.5 to 46.8) followed by environmental sources; 28.3% (95% CI = 13.5 to 50.1) and other sources; 11.0% (95% CI = 5.0 to 22.8). Results from our study indicated moderate prevalence of ESBL E. coli in broiler farms globally and it has been fluctuating inconsistently in the last decade."
14,Gingival spatial analysis reveals geographic immunological variation in a microbiota-dependent and -independent manner,"In mucosal barriers, tissue cells and leukocytes collaborate to form specialized niches that support host-microbiome symbiosis. Understanding the spatial organization of these barriers is crucial for elucidating the mechanisms underlying health and disease. The gingiva, a unique mucosal barrier with significant health implications, exhibits intricate tissue architecture and likely contains specialized immunological regions. Through spatial transcriptomic analysis, this study reveals distinct immunological characteristics between the buccal and palate regions of the murine gingiva, impacting natural alveolar bone loss. The microbiota primarily affects gingival immunity in the buccal region. Additionally, a significant influence of the microbiota on the junctional epithelium facing the oral biofilm offers new insights into neutrophil recruitment. The microbiota also regulates the proliferation and barrier-sealing function of the gingival epithelium. This underscores the presence of immunological niches in the gingiva, with the microbiota differentially influencing them, highlighting the high complexity of this oral mucosal barrier."
15,Investigating Mood and Cognition in People with Multiple Sclerosis: A Prospective Study Protocol,"Introduction Multiple sclerosis (MS) is an immune-mediated neurological disorder that affects one million people in the United States. Up to 50% of people with MS experience depression, yet the mechanisms of depression in MS remain under-investigated. Studies of medically healthy participants with depression have described associations between white matter variability and depressive symptoms, but frequently exclude participants with medical comorbidities and thus cannot be extrapolated to people with intracranial diseases. White matter lesions are a key pathologic feature of MS and could disrupt pathways involved in depression symptoms. The purpose of this study is to investigate the impact of brain network disruption on depression using MS as a model. Methods and Analysis We will obtain structured clinical and cognitive assessments from two hundred fifty participants with MS and prospectively evaluate white matter lesion burden as a predictor of depressive symptoms. Ethics and Dissemination Ethics approval was obtained from The University of Pennsylvania Institutional Review Board (Protocol #853883). The results of this study will be presented at scientific meetings and conferences and published in peer-reviewed journals."
16,Elevated Mortality Risk in the First Year Post-Diagnosis of Sarcoidosis: A Comprehensive Population-Based Cohort Study,"Background and Objectives: Sarcoidosis, marked by chronic inflammation and granuloma formation, shows a variable clinical course. While many patients have benign outcomes, others face chronic, life-threatening complications. Mortality studies in sarcoidosis show mixed results due to age, ethnicity, sex, and geography, highlighting the need for a comprehensive mortality risk analysis. This study compares mortality risks between sarcoidosis patients and controls, considering demographic and clinical factors, and performs subgroup analyses across different age groups and post-diagnosis periods. Materials and Methods: This is a retrospective cohort study that used Clalit Health Services’ electronic database, including patients first diagnosed with sarcoidosis from 2000 to 2016 and age- and sex-matched controls at a 1:5 ratio. Hazard ratios (HR) for all-cause mortality were obtained using the Cox proportional hazard model, adjusted for sociodemographic and clinical variables. Results: Sarcoidosis patients showed higher mortality rates (17.7%) than controls (10.6%), with an adjusted HR of 1.79 (95% CI: 1.64–1.96, p < 0.001). Subgroup analysis revealed the HR for mortality decreased with age: HR for patients under 50 was 3.04 (95% CI: 2.20–4.21), and for those over 70, it was 1.8 (95% CI: 1.69–2.11). The HR was highest in the first year post-diagnosis. Key mortality predictors included age at diagnosis, male gender, and higher Charlson comorbidity index score. Conclusions: Sarcoidosis patients, particularly younger ones and those with higher comorbidity burdens, have elevated mortality risks compared to controls, with the highest HR in the first year post-diagnosis. These findings highlight the most vulnerable period of the disease."
17,An integrated mutation-based immunoinformatic approach incorporating variability in epitopes: a study based on HIV subtype C,"Currently, HIV (human immunodeficiency virus) infection is one of the leading complications in public health and causes acquired immunodeficiency syndrome (AIDS), especially in the African region. No specific vaccine is available to combat this, with multi-strain variability being one of the hurdles. In this investigation, we employed variability in the epitope of the HIV subtype C targets to introduce mutations and construct an epitope-based vaccine. Four targets were examined to predict the B and T cells (major histocompatibility complex class I and II). Among the predicted epitopes, immunodominant epitopes were selected and were mapped with the identified variable amino acid to incorporate mutation. These selected and mutated epitopes were used for the non-mutated and mutated vaccine construction, considering linker for fusion and adjuvant to improve the activity. The vaccine’s structure was modeled and examined to validate its structural quality, and a high population coverage was also found. The docking investigation of the non-mutated and mutated vaccine with Toll-like receptor 3 shows remarkable activity followed by strong binding affinity, and the simulation of over 100 ns revealed the constancy of the complex system. The immune response revealed its strong effectiveness by generating multiple immunoglobulins followed by the time step of infection, and further, in silico cloning demonstrated a high expression in Escherichia coli based on their favorable Codon Adaptation Index and GC value. The integrated approach in this investigation will help to plan a potent immunodominant vaccine that can work for multiple strains of HIV infection."
18,A preliminary study of gene expression changes in Koalas Infected with Koala Retrovirus (KoRV) and identification of potential biomarkers for KoRV pathogenesis,"Koala retrovirus (KoRV), a major pathogen of koalas, exists in both endogenous (KoRV-A) and exogenous forms (KoRV-A to I and K to M) and causes multiple disease phenotypes, including carcinomas and immunosuppression. However, the direct association between the different KoRV subtypes and carcinogenesis remains unknown. Differentially expressed gene (DEG) analysis of peripheral blood mononuclear cells (PBMCs) of koalas carrying both endogenous (KoRV-A) and exogenous (KoRV-A, B, and C) subtypes was performed using a high-throughput RNA-seq approach. PBMCs were obtained from three healthy koalas: one infected with endogenous (KoRV-A; Group I) and two infected with exogenous (KoRV-B and/or KoRV-C; Group II) subtypes. Additionally, spleen samples (n = 6) from six KoRV-infected deceased koalas (K1- K6) and blood samples (n = 1) from a live koala (K7) were collected and examined to validate the findings. All koalas were positive for the endogenous KoRV-A subtype, and eight koalas were positive for KoRV-B and/or KoRV-C. Transcription of KoRV gag, pol, and env genes was detected in all koalas. Upregulation of cytokine and immunosuppressive genes was observed in koalas infected with KoRV-B or KoRV-B and -C subtypes, compared to koalas infected with only KoRV-A. We found 550 DEG signatures with significant (absolute p < 0.05, and absolute log2 Fold Change (FC) > 1.5) dysregulation, out of which 77.6% and 22.4% DEGs were upregulated (log2FC > 1.5) and downregulated (log2FC <  − 1.5), and downregulated (log2 FC <  − 1), respectively. We identified 17 unique hub genes (82.3% upregulated and 17.7% down-regulated), with KIF23, CCNB2, POLR3F, and RSL24D1 detected as the potential hub genes modified with KoRV infection. Real-time RT-qPCR was performed on seven koalas to ascertain the expression levels of four potential hub genes, which were subsequently normalized to actin copies. Notably, all seven koalas exhibited distinct expression signatures for the hub genes, especially, KIF23 and CCNB2 show the highest expression in healthy koala PBMC, and POLR3F shows the highest expression in koala with lymphoma (K1). Thus, it can be concluded that multiple KoRV subtypes affect disease progression in koalas and that the predicted hub genes could be promising prognostic biomarkers for pathogenesis."
19,Feasibility and effectiveness of physical exercise for older adults delivered remotely via videoconferencing—systematic review and meta analysis,"Abstract Background Physical activity promotes healthy ageing. Videoconferencing enables delivery of accessible exercise therapy, supporting older adults in engaging in structured physical activity. Objectives To investigate the feasibility and effectiveness of remotely supervised videoconferencing exercise therapy for adults over 65. Data sources Nine databases were searched, with manual search completed in March 2025. Study selection Randomised controlled trials assessing remote exercise effectiveness or feasibility, delivered via videoconference with professional real-time interaction. Data extraction and synthesis Two authors independently screened studies, extracted data, and assessed methodological quality. Meta-analysis used random effects models, with primary conclusions based on high methodological quality studies. Results Twenty-eight studies (n = 2086) were analysed. Results are given for the 18 high-quality studies, including 7 low and 11 moderate risks of bias studies. Average attendance and completion rates were 79.7% and 92.8%, respectively. In videoconference exercise, the number of adverse events was comparable to control groups. Videoconference exercise showed significant improvements over no intervention in: physical function [standardised mean difference (SMD) = 0.82; 95% CI 0.46–1.19; P < .00001], muscle strength (SMD = 0.86; 95% CI 0.46–1.26; P < .0001), emotional status (SMD = 0.72; 95% CI 0.35–1.09; P = .0001) and quality-of-life (SMD = 0.61; 95% CI 0.19–1.03; P = .004). High-quality studies showed comparable effectiveness to alternative delivery methods across all measures. Limitations Only 25% of studies met the highest methodological standards. High heterogeneity in outcome measures and small sample sizes may affect generalizability. Conclusion Videoconference exercise therapy appears safe, feasible and effective for improving physical function, strength, emotional status and quality-of-life compared to no intervention. Its equivalence to alternative delivery is established for all measures."
20,Maternal and Perinatal Outcomes Associated with Intrapartum Antibiotic Regimens in Women with Prolonged Membrane Rupture and Unknown GBS Status: A Retrospective Comparative Study.,"OBJECTIVES
To compare maternal, neonatal, and microbiological outcomes among patients with unknown Group B Streptococcus (GBS) status and prolonged rupture of membranes (ROM >18 hours) who received intrapartum prophylaxis with either ampicillin or clindamycin.


DESIGN
A retrospective comparative cohort study.


MATERIALS
A total of 1,507 term singleton pregnancies with ROM >18 hours and unknown GBS colonization status: 1,418 received ampicillin, and 89 received clindamycin due to reported penicillin allergy.


SETTING
A tertiary university-affiliated hospital in northern Israel, from March 2020 to May 2024.


METHODS
Patients were stratified by antibiotic regimen. The co-primary outcomes were clinical chorioamnionitis and neonatal intensive care unit (NICU) admission. Secondary outcomes included maternal complications (intrapartum fever, endometritis, cesarean delivery) and neonatal morbidities (Apgar <7, cord pH <7.1, respiratory distress, ventilation support). Post-delivery chorioamniotic membrane swabs were cultured. Multivariate logistic regression was used to identify independent predictors of outcomes.


RESULTS
Compared to ampicillin, clindamycin treatment was associated with higher rates of clinical chorioamnionitis (14.6% vs. 2.3%, p<0.001), intrapartum fever (28.1% vs. 4.1%, p<0.001), maternal sepsis (2.2% vs. 0.3%, p=0.011), puerperal endometritis (13.5% vs. 2.6%, p<0.001), cesarean delivery (36.0% vs. 18.1%, p<0.001), and postpartum antibiotic use (14.6% vs. 5.4%, p<0.001). Among neonates of patients treated with clindamycin compared to ampicillin, the rates were higher for NICU admission (19.1% vs. 4.4%, p<0.001), Apgar <7 at 5 minutes (4.5% vs. 0.8%, p=0.001), cord pH <7.1 (7.9% vs. 2.0%, p<0.001), respiratory distress (13.5% vs. 5.4%, p<0.001), and ventilation support (invasive 2.2% vs. 0.2%, p=0.019; non-invasive 7.9% vs. 1.1%, p<0.001). Hypoxic brain injury occurred more frequently in the clindamycin group (2.2% vs. 0.1%, p=0.016). GBS was isolated more often in chorioamniotic cultures of patients treated with clindamycin (19.1% vs. 1.1%, p<0.001). In multivariable analysis, clindamycin treatment (adjusted odds ratio [aOR] 7.7, 95% CI 3.8-15.5, p<0.001) and artificial rupture of membranes (aOR 2.6, 95% CI 1.1-6.3, p=0.031) were independently associated with clinical chorioamnionitis. Clindamycin treatment was also independently associated with NICU admission (aOR 3.71, 95% CI 1.9-7.1, p<0.001). Other factors associated with NICU admission were: the presence of meconium-stained amniotic fluid (aOR 3.28, 95% CI 1.7-6.2, p<0.001), clinical chorioamnionitis (aOR 3.11, 95% CI 1.3-7.2, p=0.009), and umbilical cord pH <7.1 (aOR 4.76, 95% CI 1.9-11.4, p<0.001).


LIMITATIONS
Limitations include the retrospective, single-center design, the small size of the clindamycin group, and the absence of penicillin allergy verification via skin testing.


CONCLUSIONS
Among women with unknown GBS status and prolonged ROM, the prophylactic use of clindamycin compared to ampicillin was associated with higher rates of maternal infectious morbidity and adverse neonatal outcomes. These findings underscore the importance of minimizing clindamycin use when possible, particularly given concerns about GBS resistance."
21,"Chaotic behavior, sensitivity analysis and Jacobian elliptic function solution of M-fractional paraxial wave with Kerr law nonlinearity","This study investigates the paraxial approximation of the M-fractional paraxial wave equation with Kerr law nonlinearity. The paraxial wave equation is most important to describe the propagation of waves under the paraxial approximation. This approximation assumes that the wavefronts are nearly parallel to the axis of propagation, allowing for simplifications that make the equation particularly useful in studying beam-like structures such as laser beams and optical solitons. The paraxial wave equation balances linear dispersion and nonlinear effects, capturing the essential dynamics of wave evolution in various media. It plays a crucial role in understanding phenomena like diffraction, focusing, and self-phase modulation in optical fibers. It substantially contributes to our comprehension of the special characteristics of optical soliton solutions and the dynamics of soliton in a variety of optical systems. We create a range of wave structures using the powerful extended Jacobian elliptic function expansion (EJEFE) method, including periodic waves, lump-periodic waves, periodic breather waves, kink-bell waves, kinky-periodic waves, anti-kinky-periodic waves, double-periodic waves, etc. These solutions have applications in wave dynamics in different optical systems and optical fibre. Furthermore, we investigate chaotic phenomena by analyzing the model qualitatively. We analyze phase portraits in detail for a range of parameter values to provide insights into the behavior of the system. We also investigate the sensitivity analysis for diverse parametric values of the perturbated coefficient. We may use various strategies, including time series and 3D and 2D phase patterns, to identify chaotic and quasi-periodic phenomena by providing an external periodic strength. The above discussion of the suggested method demonstrates adaptability and usefulness in resolving a broad spectrum of mathematics and physical difficulties, indicating its potential for generating such optical solutions."
22,Abstract 3062: Unraveling the role of RCC2 in glioblastoma by mutational analysis and a murine model of glioma,"Glioblastoma (GBM) is a brain malignancy characterized by being highly aggressive, lethal, yet treatment modalities remain limited. Recent studies have implicated Regulator of Chromosome Condensation 2 (RCC2), a guanine nucleotide exchange factor (GEF) for RalA, as a potential regulator in glioblastoma pathogenesis. RCC2 has been shown to play a role in promoting glucose metabolism through BACH1-dependent upregulation of hexokinase II (HK2)(1). In this study, we investigated the functional mechanism of RCC2 in gliomagenesis using two complementary approaches. First, the relevance of RCC2 structural regions on its downstream functions were examined. By superimposing the three-dimensional crystal structure of RCC2 onto RCC1 (Regulator of Chromosome Condensation 1), a related GEF, we identified several unique regions within the RCC1-like domain of RCC2. A panel of point, substitution, and deletion mutants were generated, and pulldown experiments were performed to assess their relative binding affinity with BACH1. Additional assays to assess their relative ability to modulate the expression of HK2 and other cellular parameters will be discussed. The structure-functional characterization of distinct regions within RCC2 may identify unique sequences within RCC2 that could have relevance to glucose metabolism, cell proliferation and cell motility. Additionally, we have established a murine glioma model utilizing a Pten heterozygous mice expressing a GFAP-Cre-recombinase transgene (Gfap-cre;Ptenfl/+). Glioma were induced by stereotaxically injected lentiviral constructs expressing either with HRasV12 oncogene alone or together with RCC2. Neurological symptoms were monitored over a period of 7 months, and histopathological analysis was performed to evaluate the morphological and molecular features of the tumors. We showed that co-expression of HRasV12 and RCC2 exhibited earlier emergence of neurological manifests in both male and female groups (Log-rank test, p<0.05) when compared to HRasV12 alone. Overall, our study provides insights into both the structural mechanism of RCC2 in gliomagenesis through mutational analysis of RCC2 and the functional relevance through a murine model of glioma.
 (1)Liu, T. et. al. Cancer Lett (2022) 549:215914.
 Funding: This work is supported by a General Research Fund grant (#14113519) from the University Grants Committee of Hong Kong.
 Citation Format: Wayne L.H. Ho, Penelope M.Y. Or, Andrew M. Chan. Unraveling the role of RCC2 in glioblastoma by mutational analysis and a murine model of glioma [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2024; Part 1 (Regular Abstracts); 2024 Apr 5-10; San Diego, CA. Philadelphia (PA): AACR; Cancer Res 2024;84(6_Suppl):Abstract nr 3062."
23,"Search for an anomalous excess of charged-current quasielastic 
νe
 interactions with the MicroBooNE experiment using Deep-Learning-based reconstruction","We present a measurement of the $\nu_e$-interaction rate in the MicroBooNE detector that addresses the observed MiniBooNE anomalous low-energy excess (LEE). The approach taken isolates neutrino interactions consistent with the kinematics of charged-current quasi-elastic (CCQE) events. The topology of such signal events has a final state with 1 electron, 1 proton, and 0 mesons ($1e1p$). Multiple novel techniques are employed to identify a $1e1p$ final state, including particle identification that use two methods of deep-learning-based image identification, and event isolation using a boosted decision-tree ensemble trained to recognize two-body scattering kinematics. This analysis selects 25 $\nu_e$-candidate events in the reconstructed neutrino energy range of 200--1200\,MeV, while $29.0 \pm 1.9_\text{(sys)} \pm 5.4_\text{(stat)}$ are predicted when using $\nu_\mu$ CCQE interactions as a constraint. We use a simplified model to translate the MiniBooNE LEE observation into a prediction for a $\nu_e$ signal in MicroBooNE. A $\Delta \chi^2$ test statistic, based on the combined Neyman--Pearson $\chi^2$ formalism, is used to define frequentist confidence intervals for the LEE signal strength. Using this technique, in the case of no LEE signal, we expect this analysis to exclude a normalization factor of 0.75 (0.98) times the median MiniBooNE LEE signal strength at 90\% ($2\sigma$) confidence level, while the MicroBooNE data yield an exclusion of 0.25 (0.38) times the median MiniBooNE LEE signal strength at 90\% ($2\sigma$) confidence"
